,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
669,Messstellenbetreiber,SG10,CAV,,,,,,
670,Messstellenbetreiber,SG10,CAV,7111,Z91,,MSB,,MSB
671,Messstellenbetreiber,SG10,CAV,1131,,,MP-ID,,
672,Messstellenbetreiber,SG10,CAV,7110,Z19,,Auf vertraglicherGrundlagegegenüberAnschlussnutzer /Anschlussnehmer,,Auf vertraglicherGrundlagegegenüberAnschlussnutzer /Anschlussnehmer
673,Messstellenbetreiber,SG10,CAV,7110,Z20,,In der Ausübung derWeiterverpflichtungdurch den gMSB,,
674,Grundzuständiger Messstellenbetreiber,SG10,,,,,,,
675,Grundzuständiger Messstellenbetreiber,SG10,,,,,,,
676,Grundzuständiger Messstellenbetreiber,SG10,CAV,,,,,,
677,Grundzuständiger Messstellenbetreiber,SG10,CAV,7111,ZF0,,gMSB,,gMSB
678,Grundzuständiger Messstellenbetreiber,SG10,CAV,1131,,,MP-ID,,
679,Spannungsebene der Messlokation,SG10,,,,,,,
680,Spannungsebene der Messlokation,SG10,,,,,,,
681,Spannungsebene der Messlokation,SG10,CCI,,,,,,
682,Spannungsebene der Messlokation,SG10,CCI,7037,E04,,Spannungsebeneder Messlokation,,Spannungsebeneder Messlokation
683,Spannungsebene der Messlokation,SG10,,,,,,,
684,Spannungsebene der Messlokation,SG10,,,,,,,
685,Spannungsebene der Messlokation,SG10,CAV,,,,,,
686,Spannungsebene der Messlokation,SG10,CAV,7111,E03,,Höchstspannung,,Höchstspannung
687,Spannungsebene der Messlokation,SG10,CAV,7111,E04,,Hochspannung,,
688,Spannungsebene der Messlokation,SG10,CAV,7111,E05,,Mittelspannung,,
689,Spannungsebene der Messlokation,SG10,CAV,7111,E06,,Niederspannung,,
690,Zähleinrichtungsdaten,SG8,,,,,,,
691,Zähleinrichtungsdaten,SG8,,,,,,,
692,Zähleinrichtungsdaten,SG8,SEQ,,,,,,
693,Zähleinrichtungsdaten,SG8,SEQ,1229,Z03,,Zähleinrichtungsdaten,,Zähleinrichtungsdaten
694,Referenz auf die ID einer Messlokation,SG8,,,,,,,
695,Referenz auf die ID einer Messlokation,SG8,,,,,,,
696,Referenz auf die ID einer Messlokation,SG8,RFF,,,,,,
697,Referenz auf die ID einer Messlokation,SG8,RFF,1153,Z19,,Messlokation,,Messlokation
698,Referenz auf die ID einer Messlokation,SG8,RFF,1154,,,ID einer Messlokation,,
699,Referenz auf das Smartmeter-Gateway,SG8,,,,,,,
700,Referenz auf das Smartmeter-Gateway,SG8,,,,,,,
701,Referenz auf das Smartmeter-Gateway,SG8,RFF,,,,,,
702,Referenz auf das Smartmeter-Gateway,SG8,RFF,1153,Z14,,Smartmeter-Gateway,,Smartmeter-Gateway
703,Referenz auf das Smartmeter-Gateway,SG8,RFF,1154,,,Identifikation / Nummer desSmartmeter-Gateways,,
704,Zählertyp,SG10,,,,,,,
705,Zählertyp,SG10,,,,,,,
706,Zählertyp,SG10,CCI,,,,,,
707,Zählertyp,SG10,CCI,7037,E13,,Zählertyp,,Zählertyp
708,Zählertyp,SG10,,,,,,,
709,Zählertyp,SG10,,,,,,,
710,Zählertyp,SG10,CAV,,,,,,
711,Zählertyp,SG10,CAV,7111,AHZ,,analogerHaushaltszähler(Drehstrom),,analogerHaushaltszähler(Drehstrom)
712,Zählertyp,SG10,CAV,7111,WSZ,,analogerWechselstromzähler,,
713,Zählertyp,SG10,CAV,7111,LAZ,,Lastgangzähler,,
714,Zählertyp,SG10,CAV,7111,MAZ,,Maximumzähler,,
715,Zählertyp,SG10,CAV,7111,MME,,moderneMesseinrichtungnach MsbG,,
716,Zählertyp,SG10,CAV,7111,EHZ,,elektronischer,,
717,Zählertyp,SG10,CAV,7110,Z01,,EDL40,,EDL40
718,Zählertyp,SG10,CAV,7110,Z02,,EDL21,,
719,Zählertyp,SG10,CAV,7110,Z03,,sonstiger EHZ,,
720,Zählertyp,SG10,CAV,7110,Z04,,Standard,,
721,Zählertyp,SG10,CAV,7110,Z05,,MeDa-Zähler,,"[136] Wenn SG10 CCI+++E13 (Zählertyp) CAV+EHZ (elektronischer Haushaltszähler) vorhanden  
[346] Wenn SG10 CCI+++E13 (Zählertyp) CAV+MME (mME) vorhanden"
722,Identifikation / Nummer des Gerätes,SG10,,,,,,,
723,Identifikation / Nummer des Gerätes,SG10,,,,,,,
724,Identifikation / Nummer des Gerätes,SG10,CAV,,,,,,
725,Identifikation / Nummer des Gerätes,SG10,CAV,7111,Z30,,Gerätenummer,,Gerätenummer
726,Identifikation / Nummer des Gerätes,SG10,CAV,7110,,,Gerätenummer,,
727,Registeranzahl,SG10,,,,,,,
728,Registeranzahl,SG10,,,,,,,
729,Registeranzahl,SG10,CAV,,,,,,
730,Registeranzahl,SG10,CAV,7111,ETZ,,Eintarif,,Eintarif
731,Registeranzahl,SG10,CAV,7111,ZTZ,,Zweitarif,,
732,Registeranzahl,SG10,CAV,7111,NTZ,,Mehrtarif,,
733,Energierichtung,SG10,,,,,,,
734,Energierichtung,SG10,,,,,,,
735,Energierichtung,SG10,CAV,,,,,,
736,Energierichtung,SG10,CAV,7111,ERZ,,Einrichtungszähler,,Einrichtungszähler
737,Energierichtung,SG10,CAV,7111,ZRZ,,Zweirichtungszähler,,
738,Fernschaltung der Zähleinrichtung,SG10,,,,,,,
739,Fernschaltung der Zähleinrichtung,SG10,,,,,,,
740,Fernschaltung der Zähleinrichtung,SG10,CAV,,,,,,
741,Fernschaltung der Zähleinrichtung,SG10,CAV,7111,Z58,,Fernschaltung derZähleinrichtung,,Fernschaltung derZähleinrichtung
742,Fernschaltung der Zähleinrichtung,SG10,CAV,7110,Z06,,vorhanden,,vorhanden
743,Fernschaltung der Zähleinrichtung,SG10,CAV,7110,Z07,,nicht vorhanden,,
744,Messwerterfassung an der Zähleinrichtung,SG10,,,,,,,
745,Messwerterfassung an der Zähleinrichtung,SG10,,,,,,,
746,Messwerterfassung an der Zähleinrichtung,SG10,CCI,,,,,,
747,Messwerterfassung an der Zähleinrichtung,SG10,CCI,7037,E12,,Messwerterfassungan derZähleinrichtung,,Messwerterfassungan derZähleinrichtung
748,Messwerterfassung an der Zähleinrichtung,SG10,,,,,,,
749,Messwerterfassung an der Zähleinrichtung,SG10,,,,,,,
750,Messwerterfassung an der Zähleinrichtung,SG10,CAV,,,,,,
751,Messwerterfassung an der Zähleinrichtung,SG10,CAV,7111,AMR,,fernauslesbareZähler,,fernauslesbareZähler
752,Messwerterfassung an der Zähleinrichtung,SG10,CAV,7111,MMR,,manuellausgelesene Zähler,,
753,OBIS-Daten der Zähleinrichtung / Smartmeter-Gateway,SG8,,,,,,,
754,OBIS-Daten der Zähleinrichtung / Smartmeter-Gateway,SG8,,,,,,,
755,OBIS-Daten der Zähleinrichtung / Smartmeter-Gateway,SG8,SEQ,,,,,,
756,OBIS-Daten der Zähleinrichtung / Smartmeter-Gateway,SG8,SEQ,1229,Z20,,OBIS-Daten derZähleinrichtung,,OBIS-Daten derZähleinrichtung
757,Referenz auf die Gerätenummer,SG8,,,,,,,
758,Referenz auf die Gerätenummer,SG8,,,,,,,
759,Referenz auf die Gerätenummer,SG8,RFF,,,,,,
760,Referenz auf die Gerätenummer,SG8,RFF,1153,MG,,Gerätenummer desZählers,,Gerätenummer desZählers
761,Referenz auf die Gerätenummer,SG8,RFF,1153,Z14,,Smartmeter-Gateway,,[441] Wenn im SG8+SEQ+Z03 (Zähleinrichtungsdate n) für die in diesem RFF DE1154 genannte Gerätenummer eines Zählers das RFF+Z14 (Referenz auf das Smartmeter-Gateway) nicht vorhanden ist
762,Referenz auf die Gerätenummer,SG8,RFF,1154,,,Gerätenummer,,
763,Referenz auf die ID einer Messlokation,SG8,,,,,,,
764,Referenz auf die ID einer Messlokation,SG8,,,,,,,
765,Referenz auf die ID einer Messlokation,SG8,RFF,,,,,,
766,Referenz auf die ID einer Messlokation,SG8,RFF,1153,Z19,,Messlokation,,Messlokation
767,Referenz auf die ID einer Messlokation,SG8,RFF,1154,,,ID einer Messlokation,,
768,Konfigurations-ID,SG8,,,,,,,
769,Konfigurations-ID,SG8,,,,,,,
770,Konfigurations-ID,SG8,RFF,,,,,,
771,Konfigurations-ID,SG8,RFF,1153,AGK,,Anwendungsreferenznummer,,Anwendungsreferenznummer
772,Konfigurations-ID,SG8,RFF,1154,,,"Referenz, Identifikation",,
773,OBIS-Kennzahl der Zähleinrichtung / Smartmeter-Gateway,SG8,,,,,,,
774,OBIS-Kennzahl der Zähleinrichtung / Smartmeter-Gateway,SG8,,,,,,,
775,OBIS-Kennzahl der Zähleinrichtung / Smartmeter-Gateway,SG8,PIA,,,,,,
776,OBIS-Kennzahl der Zähleinrichtung / Smartmeter-Gateway,SG8,PIA,4347,5,,Produktidentifikation,,Produktidentifikation
777,OBIS-Kennzahl der Zähleinrichtung / Smartmeter-Gateway,SG8,PIA,7140,,,OBIS-Kennzahl derZähleinrichtung,,
778,OBIS-Kennzahl der Zähleinrichtung / Smartmeter-Gateway,SG8,PIA,7143,SRW,,OBIS-Kennzahl,,OBIS-Kennzahl
779,Wertegranularität,SG10,,,,,,,
780,Wertegranularität,SG10,,,,,,,
781,Wertegranularität,SG10,CCI,,,,,,
782,Wertegranularität,SG10,CCI,7037,ZE4,,Wertegranularität,,Wertegranularität
783,Wertegranularität,SG10,,,,,,,
784,Wertegranularität,SG10,,,,,,,
785,Wertegranularität,SG10,CAV,,,,,,
786,Wertegranularität,SG10,CAV,7111,ZD9,,Jährlich,,Jährlich
787,Wertegranularität,SG10,CAV,7111,ZE8,,Halbjährlich,,
788,Wertegranularität,SG10,CAV,7111,ZE9,,Quartalsweise,,
789,Wertegranularität,SG10,CAV,7111,ZB7,,Monatlich,,
790,Vor- und Nachkommastellen des Zählwerks,SG10,,,,,,,
791,Vor- und Nachkommastellen des Zählwerks,SG10,,,,,,,
792,Vor- und Nachkommastellen des Zählwerks,SG10,CCI,,,,,,
793,Vor- und Nachkommastellen des Zählwerks,SG10,CCI,7059,11,,Produkt,,Produkt
794,Vor- und Nachkommastellen des Zählwerks,SG10,CCI,7037,Z33,,Vor- undNachkommastellendes Zählwerkes,,Vor- undNachkommastellendes Zählwerkes
795,Vor- und Nachkommastellen des Zählwerks,SG10,,,,,,,
796,Vor- und Nachkommastellen des Zählwerks,SG10,,,,,,,
797,Vor- und Nachkommastellen des Zählwerks,SG10,CAV,,,,,,
798,Vor- und Nachkommastellen des Zählwerks,SG10,CAV,7110,,,Angabe derVorkommastelle,,
799,Vor- und Nachkommastellen des Zählwerks,SG10,CAV,7110,,,Angabe derNachkommastelle,,
800,Bezeichnung des Zählwerks auf dem Gerät,SG10,,,,,,,
801,Bezeichnung des Zählwerks auf dem Gerät,SG10,,,,,,,
802,Bezeichnung des Zählwerks auf dem Gerät,SG10,CCI,,,,,,
803,Bezeichnung des Zählwerks auf dem Gerät,SG10,CCI,7037,Z63,,LokaleKennzeichnung zuKontrollzwecken,,LokaleKennzeichnung zuKontrollzwecken
804,Bezeichnung des Zählwerks auf dem Gerät,SG10,CCI,7036,,,Bezeichnung des Zählwerksauf dem Gerät,,
805,Wandlerdaten,SG8,,,,,,,
806,Wandlerdaten,SG8,,,,,,,
807,Wandlerdaten,SG8,SEQ,,,,,,
808,Wandlerdaten,SG8,SEQ,1229,Z04,,Wandler-Daten,,Wandler-Daten
809,Referenz auf die Gerätenummer,SG8,,,,,,,
810,Referenz auf die Gerätenummer,SG8,,,,,,,
811,Referenz auf die Gerätenummer,SG8,RFF,,,,,,
812,Referenz auf die Gerätenummer,SG8,RFF,1153,MG,,Gerätenummer desZählers,,Gerätenummer desZählers
813,Referenz auf die Gerätenummer,SG8,RFF,1154,,,Gerätenummer,,
814,Wandler,SG10,,,,,,,
815,Wandler,SG10,,,,,,,
816,Wandler,SG10,CCI,,,,,,
817,Wandler,SG10,CCI,7037,Z25,,Wandler,,Wandler
818,Identifikation / Nummer des Gerätes,SG10,,,,,,,
819,Identifikation / Nummer des Gerätes,SG10,,,,,,,
820,Identifikation / Nummer des Gerätes,SG10,CAV,,,,,,
821,Identifikation / Nummer des Gerätes,SG10,CAV,7111,Z30,,Gerätenummer,,Gerätenummer
822,Identifikation / Nummer des Gerätes,SG10,CAV,7110,,,Gerätenummer,,
823,Wandlertyp und Faktor,SG10,,,,,,,
824,Wandlertyp und Faktor,SG10,,,,,,,
825,Wandlertyp und Faktor,SG10,CAV,,,,,,
826,Wandlertyp und Faktor,SG10,CAV,7111,MIW,,MesswandlersatzStrom,,MesswandlersatzStrom
827,Wandlertyp und Faktor,SG10,CAV,7111,MPW,,Kombimesswandlersatz (Strom undSpannung),,
828,Wandlertyp und Faktor,SG10,CAV,7111,MBW,,Blockstromwandler,,
829,Wandlertyp und Faktor,SG10,CAV,7111,MUW,,MesswandlersatzSpannung,,
830,Wandlertyp und Faktor,SG10,CAV,7110,,,Wandlerfaktor,,
831,Kommunikationseinrichtu ngsdaten,SG8,,,,,,,
832,Kommunikationseinrichtu ngsdaten,SG8,,,,,,,
833,Kommunikationseinrichtu ngsdaten,SG8,SEQ,,,,,,
834,Kommunikationseinrichtu ngsdaten,SG8,SEQ,1229,Z05,,Kommunikationseinrichtungsdaten,,Kommunikationseinrichtungsdaten
835,Referenz auf die Gerätenummer,SG8,,,,,,,
836,Referenz auf die Gerätenummer,SG8,,,,,,,
837,Referenz auf die Gerätenummer,SG8,RFF,,,,,,
838,Referenz auf die Gerätenummer,SG8,RFF,1153,MG,,Gerätenummer desZählers,,Gerätenummer desZählers
839,Referenz auf die Gerätenummer,SG8,RFF,1154,,,Gerätenummer,,
840,Kommunikationseinrichtu ng,SG10,,,,,,,
841,Kommunikationseinrichtu ng,SG10,,,,,,,
842,Kommunikationseinrichtu ng,SG10,CCI,,,,,,
843,Kommunikationseinrichtu ng,SG10,CCI,7037,Z26,,Kommunikationseinrichtung,,Kommunikationseinrichtung
844,Identifikation / Nummer des Gerätes,SG10,,,,,,,
845,Identifikation / Nummer des Gerätes,SG10,,,,,,,
846,Identifikation / Nummer des Gerätes,SG10,CAV,,,,,,
847,Identifikation / Nummer des Gerätes,SG10,CAV,7111,Z30,,Gerätenummer,,Gerätenummer
848,Identifikation / Nummer des Gerätes,SG10,CAV,7110,,,Gerätenummer,,
849,Kommunikationseinrichtu ngstyp,SG10,,,,,,,
850,Kommunikationseinrichtu ngstyp,SG10,,,,,,,
851,Kommunikationseinrichtu ngstyp,SG10,CAV,,,,,,
852,Kommunikationseinrichtu ngstyp,SG10,CAV,7111,GSM,,GSM/GPRS/UMTS-Kom.-Einr.,,GSM/GPRS/UMTS-Kom.-Einr.
853,Kommunikationseinrichtu ngstyp,SG10,CAV,7111,ETH,,Ethernet-Kom.-Einricht. LAN/WLAN,,
854,Kommunikationseinrichtu ngstyp,SG10,CAV,7111,PLC,,PLC-Kom.-Einrichtung,,
855,Kommunikationseinrichtu ngstyp,SG10,CAV,7111,PST,,Festnetz-Kom.-Einricht. TAE,,
856,Kommunikationseinrichtu ngstyp,SG10,CAV,7111,DSL,,DSL-Kom.Einr.,,
857,Kommunikationseinrichtu ngstyp,SG10,CAV,7111,LTE,,LTE-Kom.-Einr.,,
858,Daten der technischen Steuereinrichtung,SG8,,,,,,,
859,Daten der technischen Steuereinrichtung,SG8,,,,,,,
860,Daten der technischen Steuereinrichtung,SG8,SEQ,,,,,,
861,Daten der technischen Steuereinrichtung,SG8,SEQ,1229,Z06,,Daten dertechnischenSteuereinrichtung,,Daten dertechnischenSteuereinrichtung
862,Referenz auf die Gerätenummer,SG8,,,,,,,
863,Referenz auf die Gerätenummer,SG8,,,,,,,
864,Referenz auf die Gerätenummer,SG8,RFF,,,,,,
865,Referenz auf die Gerätenummer,SG8,RFF,1153,MG,,Gerätenummer desZählers,,Gerätenummer desZählers
866,Referenz auf die Gerätenummer,SG8,RFF,1154,,,Gerätenummer,,
867,Technische Steuereinrichtung,SG10,,,,,,,
868,Technische Steuereinrichtung,SG10,,,,,,,
869,Technische Steuereinrichtung,SG10,CCI,,,,,,
870,Technische Steuereinrichtung,SG10,CCI,7037,Z27,,TechnischeSteuereinrichtung,,TechnischeSteuereinrichtung
871,Identifikation / Nummer des Gerätes,SG10,,,,,,,
872,Identifikation / Nummer des Gerätes,SG10,,,,,,,
873,Identifikation / Nummer des Gerätes,SG10,CAV,,,,,,
874,Identifikation / Nummer des Gerätes,SG10,CAV,7111,Z30,,Gerätenummer,,Gerätenummer
875,Identifikation / Nummer des Gerätes,SG10,CAV,7110,,,Gerätenummer,,
876,Technische Steuereinrichtungstyp,SG10,,,,,,,
877,Technische Steuereinrichtungstyp,SG10,,,,,,,
878,Technische Steuereinrichtungstyp,SG10,CAV,,,,,,
879,Technische Steuereinrichtungstyp,SG10,CAV,7111,RSU,,Rundsteuerempfänger,,Rundsteuerempfänger
880,Technische Steuereinrichtungstyp,SG10,CAV,7111,TSU,,Tarifschaltuhr,,
881,Smartmeter-Gateway,SG8,,,,,,,
882,Smartmeter-Gateway,SG8,,,,,,,
883,Smartmeter-Gateway,SG8,SEQ,,,,,,
884,Smartmeter-Gateway,SG8,SEQ,1229,Z13,,Smartmeter-Gateway,,Smartmeter-Gateway
885,Smartmeter-Gateway,SG10,,,,,,,
886,Smartmeter-Gateway,SG10,,,,,,,
887,Smartmeter-Gateway,SG10,CCI,,,,,,
888,Smartmeter-Gateway,SG10,CCI,7037,Z75,,Smartmeter-Gateway,,Smartmeter-Gateway
889,Identifikation / Nummer des Gerätes,SG10,,,,,,,
890,Identifikation / Nummer des Gerätes,SG10,,,,,,,
891,Identifikation / Nummer des Gerätes,SG10,CAV,,,,,,
892,Identifikation / Nummer des Gerätes,SG10,CAV,7111,Z30,,Gerätenummer,,Gerätenummer
893,Identifikation / Nummer des Gerätes,SG10,CAV,7110,,,Gerätenummer,,
894,Daten der Steuerbox,SG8,,,,,,,
895,Daten der Steuerbox,SG8,,,,,,,
896,Daten der Steuerbox,SG8,SEQ,,,,,,
897,Daten der Steuerbox,SG8,SEQ,1229,Z14,,Steuerbox,,Steuerbox
898,Referenz auf das Smartmeter-Gateway,SG8,,,,,,,
899,Referenz auf das Smartmeter-Gateway,SG8,,,,,,,
900,Referenz auf das Smartmeter-Gateway,SG8,RFF,,,,,,
901,Referenz auf das Smartmeter-Gateway,SG8,RFF,1153,Z14,,Smartmeter-Gateway,,Smartmeter-Gateway
902,Referenz auf das Smartmeter-Gateway,SG8,RFF,1154,,,Identifikation / Nummer desSmartmeter-Gateways,,
903,Referenz auf die ID der Marktlokation,SG8,,,,,,,
904,Referenz auf die ID der Marktlokation,SG8,,,,,,,
905,Referenz auf die ID der Marktlokation,SG8,RFF,,,,,,
906,Referenz auf die ID der Marktlokation,SG8,RFF,1153,Z18,,Marktlokation,,Marktlokation
907,Referenz auf die ID der Marktlokation,SG8,RFF,1154,,,ID einer Marktlokation,,
908,Steuerbox,SG10,,,,,,,
909,Steuerbox,SG10,,,,,,,
910,Steuerbox,SG10,CCI,,,,,,
911,Steuerbox,SG10,CCI,7037,Z76,,Steuerbox,,Steuerbox
912,Identifikation / Nummer des Gerätes,SG10,,,,,,,
913,Identifikation / Nummer des Gerätes,SG10,,,,,,,
914,Identifikation / Nummer des Gerätes,SG10,CAV,,,,,,
915,Identifikation / Nummer des Gerätes,SG10,CAV,7111,Z30,,Gerätenummer,,Gerätenummer
916,Identifikation / Nummer des Gerätes,SG10,CAV,7110,,,Gerätenummer,,
917,Profildaten,SG8,,,,,,,
918,Profildaten,SG8,,,,,,,
919,Profildaten,SG8,SEQ,,,,,,
920,Profildaten,SG8,SEQ,1229,Z21,,Profildaten,,Profildaten
921,Referenz auf die ID der Marktlokation,SG8,,,,,,,
922,Referenz auf die ID der Marktlokation,SG8,,,,,,,
923,Referenz auf die ID der Marktlokation,SG8,RFF,,,,,,
924,Referenz auf die ID der Marktlokation,SG8,RFF,1153,Z18,,Marktlokation,,Marktlokation
925,Referenz auf die ID der Marktlokation,SG8,RFF,1154,,,ID einer Marktlokation,,
926,Normiertes Profil,SG10,,,,,,,
927,Normiertes Profil,SG10,,,,,,,
928,Normiertes Profil,SG10,CCI,,,,,,
929,Normiertes Profil,SG10,CCI,7059,Z04,,Standardeinspeiseprofil,,Standardeinspeiseprofil
930,Normiertes Profil,SG10,CCI,7037,E01,,synthetischesVerfahren,,synthetischesVerfahren
931,Normiertes Profil,SG10,,,,,,,
932,Normiertes Profil,SG10,,,,,,,
933,Normiertes Profil,SG10,CAV,,,,,,
934,Normiertes Profil,SG10,CAV,7111,,,Code des Normierten Profils,,
935,Profilschardaten,SG8,,,,,,,
936,Profilschardaten,SG8,,,,,,,
937,Profilschardaten,SG8,SEQ,,,,,,
938,Profilschardaten,SG8,SEQ,1229,Z08,,Profilschardaten,,Profilschardaten
939,Referenz auf die ID der Marktlokation,SG8,,,,,,,
940,Referenz auf die ID der Marktlokation,SG8,,,,,,,
941,Referenz auf die ID der Marktlokation,SG8,RFF,,,,,,
942,Referenz auf die ID der Marktlokation,SG8,RFF,1153,Z18,,Marktlokation,,Marktlokation
943,Referenz auf die ID der Marktlokation,SG8,RFF,1154,,,ID einer Marktlokation,,
944,Profilschar,SG10,,,,,,,
945,Profilschar,SG10,,,,,,,
946,Profilschar,SG10,CCI,,,,,,
947,Profilschar,SG10,CCI,7037,Z12,,Profilschar,,Profilschar
948,Profilschar,SG10,,,,,,,
949,Profilschar,SG10,,,,,,,
950,Profilschar,SG10,CAV,,,,,,
951,Profilschar,SG10,CAV,7111,,,Code der Profilschar,,
952,Normiertes Profil,SG10,,,,,,,
953,Normiertes Profil,SG10,,,,,,,
954,Normiertes Profil,SG10,CCI,,,,,,
955,Normiertes Profil,SG10,CCI,7059,Z05,,tagesparameterabhängigesEinspeiseprofil,,tagesparameterabhängigesEinspeiseprofil
956,Normiertes Profil,SG10,CCI,7037,E01,,synthetisches,,synthetisches
957,Normiertes Profil,SG10,,,,,,,
958,Normiertes Profil,SG10,,,,,,,
959,Normiertes Profil,SG10,CAV,,,,,,
960,Normiertes Profil,SG10,CAV,7111,,,Code des Normierten Profils,,
961,Klimazone / Temperaturmessstelle,SG10,,,,,,,
962,Klimazone / Temperaturmessstelle,SG10,,,,,,,
963,Klimazone / Temperaturmessstelle,SG10,CCI,,,,,,
964,Klimazone / Temperaturmessstelle,SG10,CCI,7059,Z99,,Messstelle desTagesparameters(derzeit ist nur dieTemperatur einerlaubterTagesparameter),,Messstelle desTagesparameters(derzeit ist nur dieTemperatur einerlaubterTagesparameter)
965,Klimazone / Temperaturmessstelle,SG10,CCI,7059,ZA0,,Klimazone desTagesparameters(derzeit istTagesparameter),,
966,Klimazone / Temperaturmessstelle,SG10,CCI,7037,,,ID Klimazone /Temperaturmessstelle,,
967,Klimazone / Temperaturmessstelle,SG10,CCI,1131,,,Dienstanbieter,,
968,Klimazone / Temperaturmessstelle,SG10,CCI,3055,89,,Vergeben vomHändler (hierNetzbetreiber),,Vergeben vomHändler (hierNetzbetreiber)
969,Klimazone / Temperaturmessstelle,SG10,CCI,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschafte.V.)",,
970,Referenzprofildaten,SG8,,,,,,,
971,Referenzprofildaten,SG8,,,,,,,
972,Referenzprofildaten,SG8,SEQ,,,,,,
973,Referenzprofildaten,SG8,SEQ,1229,Z38,,Referenzprofildaten,,Referenzprofildaten
974,Referenz auf die ID der Marktlokation,SG8,,,,,,,
975,Referenz auf die ID der Marktlokation,SG8,,,,,,,
976,Referenz auf die ID der Marktlokation,SG8,RFF,,,,,,
977,Referenz auf die ID der Marktlokation,SG8,RFF,1153,Z18,,Marktlokation,,Marktlokation
978,Referenz auf die ID der Marktlokation,SG8,RFF,1154,,,ID einer Marktlokation,,
979,Referenzprofil,SG10,,,,,,,
980,Referenzprofil,SG10,,,,,,,
981,Referenzprofil,SG10,CCI,,,,,,
982,Referenzprofil,SG10,CCI,7059,Z05,,tagesparameterabhängigesEinspeiseprofil,,tagesparameterabhängigesEinspeiseprofil
983,Referenzprofil,SG10,,,,,,,
984,Referenzprofil,SG10,,,,,,,
985,Referenzprofil,SG10,CAV,,,,,,
986,Referenzprofil,SG10,CAV,7111,,,Code des Referenzprofils,,
987,Beteiligter Marktpartner MP-ID,SG12,,,,,,Muss [84]∧ [566],
988,Beteiligter Marktpartner MP-ID,SG12,,,,,,Muss [84]∧ [566],
989,Beteiligter Marktpartner MP-ID,SG12,NAD,,,,,Muss,
990,Beteiligter Marktpartner MP-ID,SG12,NAD,3035,VY,,andere zugehörigePartei,X,andere zugehörigePartei
991,Beteiligter Marktpartner MP-ID,SG12,NAD,3039,,,MP-ID,X,
992,Beteiligter Marktpartner MP-ID,SG12,NAD,3055,9,,GS1,X,GS1
993,Beteiligter Marktpartner MP-ID,SG12,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschafte.V.)",X,
994,Referenz auf die ID einer Marktlokation / Tranche,SG12,,,,,,,
995,Referenz auf die ID einer Marktlokation / Tranche,SG12,,,,,,Muss,
996,Referenz auf die ID einer Marktlokation / Tranche,SG12,RFF,,,,,Muss,
997,Referenz auf die ID einer Marktlokation / Tranche,SG12,RFF,1153,Z18,,Marktlokation,X,Marktlokation
998,Referenz auf die ID einer Marktlokation / Tranche,SG12,RFF,1153,Z20,,Tranche,X,
999,Referenz auf die ID einer Marktlokation / Tranche,SG12,RFF,1154,,,ID einer Marktlokation /,X [950],
1000,Marktlokationsanschrift,SG12,,,,,,Soll [170],
1001,Marktlokationsanschrift,SG12,,,,,,Soll [170],
1002,Marktlokationsanschrift,SG12,NAD,,,,,Muss,
1003,Marktlokationsanschrift,SG12,NAD,3035,DP,,Lieferanschrift,X,Lieferanschrift
1004,Marktlokationsanschrift,SG12,NAD,3124,,,Zusatzinformation zurIdentifizierung,K,
1005,Marktlokationsanschrift,SG12,NAD,3042,,,Straße und Hausnummeroder Postfach,S [166]M [212],
1006,Marktlokationsanschrift,SG12,NAD,3164,,,Ort,X,
1007,Marktlokationsanschrift,SG12,NAD,3251,,,Postleitzahl,X,
1008,Marktlokationsanschrift,SG12,NAD,3207,,,"Ländername, Code",X,
1009,Nachrichten- Endesegment,,,,,,,Muss,
1010,Nachrichten- Endesegment,,UNT,0074,,,Anzahl der Segmente ineiner Nachricht,X,
1011,Nachrichten- Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
