#,Segmentname_FV2310,Segmentgruppe_FV2310,Segment_FV2310,Datenelement_FV2310,Segment ID_FV2310,Code_FV2310,Beschreibung_FV2310,Bedingungsausdruck_FV2310,Bedingung_FV2310,Änderung,Segmentname_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404
27,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,,ÄNDERUNG,Kommunikationsverbindung,SG3,COM,3148,00010,,Nummer / Adresse,X (([939] [321]) ∨ ([940] [322])) ∧ [514],"[321] Wenn im DE3155 in demselben COM der Code EM vorhanden ist
[322] Wenn im DE3155 in demselben COM der Code TE / FX / AJ / AL vorhanden ist
[514] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen"
28,,,,,,,,,,NEU,Kommunikationsverbindung,SG3,COM,3155,00010,EM,Elektronische Post,X [1P0..1],
29,Kommunikationsverbindung,SG3,COM,3155,,EM,Elektronische Post,X [1P0..1],,ÄNDERUNG,Kommunikationsverbindung,SG3,COM,3155,,FX,Telefax,X [1P0..1],
30,Kommunikationsverbindung,SG3,COM,3155,,FX,Telefax,X [1P0..1],,ÄNDERUNG,Kommunikationsverbindung,SG3,COM,3155,,TE,Telefon,X [1P0..1],
31,Kommunikationsverbindung,SG3,COM,3155,,TE,Telefon,X [1P0..1],,ÄNDERUNG,Kommunikationsverbindung,SG3,COM,3155,,AJ,weiteres Telefon,X [1P0..1],
32,Kommunikationsverbindung,SG3,COM,3155,,AJ,weiteres Telefon,X [1P0..1],,ÄNDERUNG,Kommunikationsverbindung,SG3,COM,3155,,AL,Handy,X [1P0..1],
33,Kommunikationsverbindung,SG3,COM,3155,,AL,Handy,X [1P0..1],,ENTFÄLLT,,,,,,,,,
34,MP-ID Empfänger,SG2,,,,,,Muss,,,MP-ID Empfänger,SG2,,,,,,Muss,
35,MP-ID Empfänger,SG2,NAD,,,,,Muss,,ÄNDERUNG,MP-ID Empfänger,SG2,NAD,,00011,,,Muss,
36,MP-ID Empfänger,SG2,NAD,3035,,MR,Nachrichtenempfänger,X,,ÄNDERUNG,MP-ID Empfänger,SG2,NAD,3035,00011,MR,Nachrichtenempfänger,X,
37,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X,,ÄNDERUNG,MP-ID Empfänger,SG2,NAD,3039,00011,,MP-ID,X,
38,,,,,,,,,,NEU,MP-ID Empfänger,SG2,NAD,3055,00011,9,GS1,X,
39,MP-ID Empfänger,SG2,NAD,3055,,9,GS1,X,,ÄNDERUNG,MP-ID Empfänger,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
40,MP-ID Empfänger,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,ENTFÄLLT,,,,,,,,,
41,Vorgang,SG4,,,,,,Muss,,,Vorgang,SG4,,,,,,Muss,
42,Vorgang,SG4,IDE,,,,,Muss,,ÄNDERUNG,Vorgang,SG4,IDE,,00020,,,Muss,
43,Vorgang,SG4,IDE,7495,,24,Transaktion,X,,ÄNDERUNG,Vorgang,SG4,IDE,7495,00020,24,Transaktion,X,
44,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,,ÄNDERUNG,Vorgang,SG4,IDE,7402,00020,,Vorgangsnummer,X,
45,Beginn zum,SG4,DTM,,,,,Muss,,ÄNDERUNG,Beginn zum,SG4,DTM,,00024,,,Muss,
46,Beginn zum,SG4,DTM,2005,,92,Datum Vertragsbeginn,X,,ÄNDERUNG,Beginn zum,SG4,DTM,2005,00024,92,Datum Vertragsbeginn,X,
47,Beginn zum,SG4,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],,ÄNDERUNG,Beginn zum,SG4,DTM,2380,00024,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
48,Beginn zum,SG4,DTM,2379,,303,CCYYMMDDHHMMZZZ,X,,ÄNDERUNG,Beginn zum,SG4,DTM,2379,00024,303,CCYYMMDDHHMMZZZ,X,
49,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,,,,,Muss,,ÄNDERUNG,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,,00027,,,Muss,
50,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2005,,157,"Gültigkeit, Beginndatum",X,,ÄNDERUNG,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2005,00027,157,"Gültigkeit, Beginndatum",X,
51,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],,ÄNDERUNG,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2380,00027,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
52,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2379,,303,CCYYMMDDHHMMZZZ,X,,ÄNDERUNG,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2379,00027,303,CCYYMMDDHHMMZZZ,X,
53,Transaktionsgrund,SG4,STS,,,,,Muss [2061],[2061] Segment bzw. Segmentgruppe ist genau einmal je SG4 IDE (Vorgang) anzugeben,ÄNDERUNG,Transaktionsgrund,SG4,STS,,00037,,,Muss [2061],[2061] Segment bzw. Segmentgruppe ist genau einmal je SG4 IDE (Vorgang) anzugeben
54,Transaktionsgrund,SG4,STS,9015,,7,Transaktionsgrund,X,,ÄNDERUNG,Transaktionsgrund,SG4,STS,9015,00037,7,Transaktionsgrund,X,
55,Transaktionsgrund,SG4,STS,9013,,ZF1,Änderung der Prognosegrundlage,X,,ÄNDERUNG,Transaktionsgrund,SG4,STS,9013,00037,ZF1,Änderung der Prognosegrundlage,X,
56,Marktlokation,SG5,,,,,,Muss [2061],[2061] Segment bzw. Segmentgruppe ist genau einmal je SG4 IDE (Vorgang) anzugeben,,Marktlokation,SG5,,,,,,Muss [2061],[2061] Segment bzw. Segmentgruppe ist genau einmal je SG4 IDE (Vorgang) anzugeben
57,Marktlokation,SG5,LOC,,,,,Muss,,ÄNDERUNG,Marktlokation,SG5,LOC,,00051,,,Muss,
58,Marktlokation,SG5,LOC,3227,,Z16,Marktlokation,X,,ÄNDERUNG,Marktlokation,SG5,LOC,3227,00051,Z16,Marktlokation,X,
59,Marktlokation,SG5,LOC,3225,,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID,ÄNDERUNG,Marktlokation,SG5,LOC,3225,00051,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID
60,Prüfidentifikator,SG6,,,,,,Muss,,,Prüfidentifikator,SG6,,,,,,Muss,
61,Prüfidentifikator,SG6,RFF,,,,,Muss,,ÄNDERUNG,Prüfidentifikator,SG6,RFF,,00057,,,Muss,
62,Prüfidentifikator,SG6,RFF,1153,,Z13,Prüfidentifikator,X,,ÄNDERUNG,Prüfidentifikator,SG6,RFF,1153,00057,Z13,Prüfidentifikator,X,
63,Prüfidentifikator,SG6,RFF,1154,,55126,SDÄ Strom / Änderung der Prognosegrundlage NB an LF / MSB,X,,ÄNDERUNG,Prüfidentifikator,SG6,RFF,1154,00057,55126,SDÄ Strom / Änderung der Prognosegrundlage NB an LF / MSB,X,
64,Daten der Marktlokation,SG8,,,,,,Muss [2061],[2061] Segment bzw. Segmentgruppe ist genau einmal je SG4 IDE (Vorgang) anzugeben,,Daten der Marktlokation,SG8,,,,,,Muss [2061],[2061] Segment bzw. Segmentgruppe ist genau einmal je SG4 IDE (Vorgang) anzugeben
65,Daten der Marktlokation,SG8,SEQ,,,,,Muss,,ÄNDERUNG,Daten der Marktlokation,SG8,SEQ,,00103,,,Muss,
66,Daten der Marktlokation,SG8,SEQ,1229,,Z01,Daten der Marktlokation,X,,ÄNDERUNG,Daten der Marktlokation,SG8,SEQ,1229,00103,Z01,Daten der Marktlokation,X,
67,Referenz auf die ID der Marktlokation,SG8,RFF,,,,,Muss,,ÄNDERUNG,Referenz auf die ID der Marktlokation,SG8,RFF,,00104,,,Muss,
68,Referenz auf die ID der Marktlokation,SG8,RFF,1153,,Z18,Marktlokation,X,,ÄNDERUNG,Referenz auf die ID der Marktlokation,SG8,RFF,1153,00104,Z18,Marktlokation,X,
69,Referenz auf die ID der Marktlokation,SG8,RFF,1154,,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID,ÄNDERUNG,Referenz auf die ID der Marktlokation,SG8,RFF,1154,00104,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID
70,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,,,,,,Muss [101],[101] Wenn SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+E14/ Z36 (TLP/ TEP/ TEP mit Ref. messung) in dieser SG8 vorhanden,,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,,,,,,Muss [101],[101] Wenn SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+E14/ Z36 (TLP/ TEP/ TEP mit Ref. messung) in dieser SG8 vorhanden
71,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,,,,,Muss,,ÄNDERUNG,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,,00105,,,Muss,
72,,,,,,,,,,NEU,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6063,00105,Z10,Leistung der Marktlokation,X [102],
73,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6063,,Z10,Leistung der Marktlokation,X [102],,ÄNDERUNG,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6063,,265,Veranschlagte Jahresmenge Gesamt/ Jahresverbrauchsprogno se für spezifische Arbeit für tagesparameterabhängig e Marktlokation,X,
74,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6063,,265,Veranschlagte Jahresmenge Gesamt/ Jahresverbrauchsprogno se für spezifische Arbeit für tagesparameterabhängig e Marktlokation,X,,ÄNDERUNG,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6063,,Z08,"Angepasste elektrische Arbeit nach Anhang D der VDN-Richtlinie ""Lastprofile für unterbrechbare Verbrauchseinrichtungen""",X,[102] Wenn SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+Z36 (TEP mit Ref.messung) in dieser SG8 vorhanden
75,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6063,,Z08,"Angepasste elektrische Arbeit nach Anhang D der VDN-Richtlinie ""Lastprofile für unterbrechbare Verbrauchseinrichtungen""",X,[102] Wenn SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+Z36 (TEP mit Ref.messung) in dieser SG8 vorhanden,ÄNDERUNG,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6060,00105,,Menge,X [902],[902] Format: Möglicher Wert: ≥ 0
76,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6060,,,Menge,X [902],[902] Format: Möglicher Wert: ≥ 0,ÄNDERUNG,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6411,00105,Z16,kWh/K (Kilowatt- Stunde/Kelvin),X [103],
77,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6411,,Z16,kWh/K (Kilowatt- Stunde/Kelvin),X [103],,ÄNDERUNG,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6411,,KWH,Kilowattstunde,X [104],
78,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6411,,KWH,Kilowattstunde,X [104],,ÄNDERUNG,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6411,,KWT,Kilowatt,X [105],"[103] Wenn SG9 QTY+265 (Arbeit / Leistung für tagesparameterabhängig e Marktlokation: Veranschlagte Jahresmenge Gesamt) in dieser SG8 vorhanden
[104] Wenn SG9 QTY+Z08 (Arbeit / Leistung für tagesparameterabhängige Marktlokation: angepasste elektrische Arbeit nach Anhang D) in dieser SG8 vorhanden
[105] Wenn SG9 QTY+Z10 (Arbeit / Leistung für tagesparameterabhängige Marktlokation: Leistung der Marktlokation) in dieser SG8 vorhanden"
79,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6411,,KWT,Kilowatt,X [105],"[103] Wenn SG9 QTY+265 (Arbeit / Leistung für tagesparameterabhängig e Marktlokation: Veranschlagte Jahresmenge Gesamt) in dieser SG8 vorhanden
[104] Wenn SG9 QTY+Z08 (Arbeit / Leistung für tagesparameterabhängige Marktlokation: angepasste elektrische Arbeit nach Anhang D) in dieser SG8 vorhanden
[105] Wenn SG9 QTY+Z10 (Arbeit / Leistung für tagesparameterabhängige Marktlokation: Leistung der Marktlokation) in dieser SG8 vorhanden",ENTFÄLLT,,,,,,,,,
80,Veranschlagte Jahresmenge gesamt,SG9,,,,,,Muss [106],[106] Wenn in dieser SG8 SEQ+Z01 SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+E02 (SLP/SEP) vorhanden,ÄNDERUNG,Veranschlagte Jahresmenge gesamt,SG9,,,,,,Muss [106] Soll [241] ∧ [248],"[106] Wenn in dieser SG8 SEQ+Z01 SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+E02 (SLP/SEP) vorhanden
[241] Wenn MP-ID in SG2 NAD+MR (Nachrichtenempfänger) in der Rolle MSB
[248] Wenn die Inbetriebnahme der verbrauchenden Marktlokation innerhalb der letzten drei Jahre war und die Energie der Marktlokation mit iMS ausgestatteten Messlokationen erfolgt "
81,Veranschlagte Jahresmenge gesamt,SG9,QTY,,,,,Muss,,ÄNDERUNG,Veranschlagte Jahresmenge gesamt,SG9,QTY,,00106,,,Muss,
82,Veranschlagte Jahresmenge gesamt,SG9,QTY,6063,,31,Veranschlagte Jahresmenge Gesamt,X,,ÄNDERUNG,Veranschlagte Jahresmenge gesamt,SG9,QTY,6063,00106,31,Veranschlagte Jahresmenge Gesamt,X,
83,Veranschlagte Jahresmenge gesamt,SG9,QTY,6060,,,Mengenangabe,X [902] ∧ [937],"[902] Format: Möglicher Wert: ≥ 0
[937] Format: keine Nachkommastelle",ÄNDERUNG,Veranschlagte Jahresmenge gesamt,SG9,QTY,6060,00106,,Mengenangabe,X [902] ∧ [937],"[902] Format: Möglicher Wert: ≥ 0
[937] Format: keine Nachkommastelle"
84,Veranschlagte Jahresmenge gesamt,SG9,QTY,6411,,KWH,Kilowattstunde,X,,ÄNDERUNG,Veranschlagte Jahresmenge gesamt,SG9,QTY,6411,00106,KWH,Kilowattstunde,X,
85,Lieferrichtung,SG10,,,,,,Muss,,,Lieferrichtung,SG10,,,,,,Muss,
86,Lieferrichtung,SG10,CCI,,,,,Muss,,ÄNDERUNG,Lieferrichtung,SG10,CCI,,00110,,,Muss,
87,Lieferrichtung,SG10,CCI,7059,,Z30,Lieferrichtung,X,,ÄNDERUNG,Lieferrichtung,SG10,CCI,7059,00110,Z30,Lieferrichtung,X,
88,,,,,,,,,,NEU,Lieferrichtung,SG10,CCI,7037,00110,Z06,Erzeugung,X,
89,Lieferrichtung,SG10,CCI,7037,,Z06,Erzeugung,X,,ÄNDERUNG,Lieferrichtung,SG10,CCI,7037,,Z07,Verbrauch,X,
90,Lieferrichtung,SG10,CCI,7037,,Z07,Verbrauch,X,,ENTFÄLLT,,,,,,,,,
91,Regelzone,SG10,,,,,,Muss [4],[4] Wenn MP-ID in SG2 NAD+MR (Nachrichtenempfänger) in der Rolle LF,,Regelzone,SG10,,,,,,Muss [4],[4] Wenn MP-ID in SG2 NAD+MR (Nachrichtenempfänger) in der Rolle LF
92,Regelzone,SG10,CCI,,,,,Muss,,ÄNDERUNG,Regelzone,SG10,CCI,,00116,,,Muss,
93,Regelzone,SG10,CCI,7059,,Z18,Regelzone,X,,ÄNDERUNG,Regelzone,SG10,CCI,7059,00116,Z18,Regelzone,X,
94,Regelzone,SG10,CCI,7037,,,Regelzone,X,,ÄNDERUNG,Regelzone,SG10,CCI,7037,00116,,Regelzone,X,
95,Bilanzierungsgebiet,SG10,,,,,,Muss [4],[4] Wenn MP-ID in SG2 NAD+MR (Nachrichtenempfänger) in der Rolle LF,,Bilanzierungsgebiet,SG10,,,,,,Muss [4],[4] Wenn MP-ID in SG2 NAD+MR (Nachrichtenempfänger) in der Rolle LF
96,Bilanzierungsgebiet,SG10,CCI,,,,,Muss,,ÄNDERUNG,Bilanzierungsgebiet,SG10,CCI,,00118,,,Muss,
97,Bilanzierungsgebiet,SG10,CCI,7059,,Z20,Bilanzierungsgebiet,X,,ÄNDERUNG,Bilanzierungsgebiet,SG10,CCI,7059,00118,Z20,Bilanzierungsgebiet,X,
98,Bilanzierungsgebiet,SG10,CCI,7037,,,Bilanzierungsgebiet,X,,ÄNDERUNG,Bilanzierungsgebiet,SG10,CCI,7037,00118,,Bilanzierungsgebiet,X,
99,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,,,,,,Muss [4] ∧ [89] ∧ [106],"[4] Wenn MP-ID in SG2 NAD+MR (Nachrichtenempfänger) in der Rolle LF
[89] Wenn im SG8 SEQ+Z01 (Daten der Marktlokation) das SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+E14 (TLP/TEP) vorhanden
[106] Wenn in dieser SG8 SEQ+Z01 SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+E02 (SLP/SEP) vorhanden",,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,,,,,,Muss [4] ∧ [89] ∧ [106],"[4] Wenn MP-ID in SG2 NAD+MR (Nachrichtenempfänger) in der Rolle LF
[89] Wenn im SG8 SEQ+Z01 (Daten der Marktlokation) das SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+E14 (TLP/TEP) vorhanden
[106] Wenn in dieser SG8 SEQ+Z01 SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+E02 (SLP/SEP) vorhanden"
100,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CCI,,,,,Muss,,ÄNDERUNG,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CCI,,00119,,,Muss,
101,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CCI,7037,,E17,Verbrauchsaufteilung (in %) für temperaturabhängige Marktlokation,X,,ÄNDERUNG,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CCI,7037,00119,E17,Verbrauchsaufteilung (in %) für temperaturabhängige Marktlokation,X,
102,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CAV,,,,,Muss,,ÄNDERUNG,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CAV,,00120,,,Muss,
103,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CAV,7111,,Z22,Verbrauchsaufteilung in%,X,,ÄNDERUNG,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CAV,7111,00120,Z22,Verbrauchsaufteilung in%,X,
104,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CAV,7110,,,Verbrauchsaufteilung in %,X [902],[902] Format: Möglicher Wert: ≥ 0,ÄNDERUNG,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CAV,7110,00120,,Verbrauchsaufteilung in %,X [902],[902] Format: Möglicher Wert: ≥ 0
105,Zeitreihentyp,SG10,,,,,,Muss [4] ∧ ([2061] ⊻ ([90] ∧ [2096])),"[4] Wenn MP-ID in SG2 NAD+MR (Nachrichtenempfänger) in der Rolle LF
[90] Wenn SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) einmal mit CAV+E14 (TLP/TEP) und einmal mit CAV+E02 (SLP/SEP) in dieser SG8 vorhanden
[2061] Segment bzw. Segmentgruppe ist genau einmal je SG4 IDE (Vorgang) anzugeben
[2096] Segmentgruppe ist genau zweimal je SG4 IDE anzugeben",,Zeitreihentyp,SG10,,,,,,Muss [4] ∧ ([2061] ⊻ ([90] ∧ [2096])),"[4] Wenn MP-ID in SG2 NAD+MR (Nachrichtenempfänger) in der Rolle LF
[90] Wenn SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) einmal mit CAV+E14 (TLP/TEP) und einmal mit CAV+E02 (SLP/SEP) in dieser SG8 vorhanden
[2061] Segment bzw. Segmentgruppe ist genau einmal je SG4 IDE (Vorgang) anzugeben
[2096] Segmentgruppe ist genau zweimal je SG4 IDE anzugeben"
106,Zeitreihentyp,SG10,CCI,,,,,Muss,,ÄNDERUNG,Zeitreihentyp,SG10,CCI,,00121,,,Muss,
107,Zeitreihentyp,SG10,CCI,7059,,15,Struktur,X,,ÄNDERUNG,Zeitreihentyp,SG10,CCI,7059,00121,15,Struktur,X,
108,Zeitreihentyp,SG10,CCI,7037,,Z21,Summenzeitreihentyp,X,,ÄNDERUNG,Zeitreihentyp,SG10,CCI,7037,00121,Z21,Summenzeitreihentyp,X,
109,Zeitreihentyp,SG10,CAV,,,,,Muss,,ÄNDERUNG,Zeitreihentyp,SG10,CAV,,00122,,,Muss,
110,Zeitreihentyp,SG10,CAV,7111,,,Code des Zeitreihentyps,X,,ÄNDERUNG,Zeitreihentyp,SG10,CAV,7111,00122,,Code des Zeitreihentyps,X,
111,Aggregationsverantwortung in MaBiS,SG10,,,,,,Muss,,,Aggregationsverantwortung in MaBiS,SG10,,,,,,Muss,
112,Aggregationsverantwortung in MaBiS,SG10,CCI,,,,,Muss,,ÄNDERUNG,Aggregationsverantwortung in MaBiS,SG10,CCI,,00128,,,Muss,
113,Aggregationsverantwortung in MaBiS,SG10,CCI,7059,,6,Verantwortlicher,X,,ÄNDERUNG,Aggregationsverantwortung in MaBiS,SG10,CCI,7059,00128,6,Verantwortlicher,X,
114,,,,,,,,,,NEU,Aggregationsverantwortung in MaBiS,SG10,CCI,7037,00128,ZA8,NB,X,
